David like dumplings.	大卫喜欢饺子。
Tom is a teacher.	汤姆是老师。
They like pizza.	他们喜欢披萨。
Tom is a driver.	汤姆是司机。
Lucy is a cook.	露西是厨师。
You are a nurse.	你是护士。
I eat rice.	我吃米饭。
Mary is a student.	玛丽是学生。
Lucy is a doctor.	露西是医生。
We are a student.	我们是学生。
You want pizza.	你想要披萨。
Mike want ice cream.	迈克想要冰淇淋。
Emma is a designer.	艾玛是设计师。
John eat noodles.	约翰吃面条。
They want soup.	他们想要汤。
John is a teacher.	约翰是老师。
Mary like rice.	玛丽喜欢米饭。
Emma want soup.	艾玛想要汤。
Anna want pizza.	安娜想要披萨。
David want ice cream.	大卫想要冰淇淋。
Emma want salad.	艾玛想要沙拉。
Tom like bread.	汤姆喜欢面包。
Anna want dumplings.	安娜想要饺子。
Lucy eat dumplings.	露西吃饺子。
Mike eat bread.	迈克吃面包。
David is a driver.	大卫是司机。
They like bread.	他们喜欢面包。
Mike eat salad.	迈克吃沙拉。
Mike like ice cream.	迈克喜欢冰淇淋。
You are a student.	你是学生。
Lucy want soup.	露西想要汤。
Mike like soup.	迈克喜欢汤。
They eat dumplings.	他们吃饺子。
Tom is a designer.	汤姆是设计师。
Anna want pizza.	安娜想要披萨。
You are a driver.	你是司机。
Lucy is a teacher.	露西是老师。
Emma like ice cream.	艾玛喜欢冰淇淋。
They want salad.	他们想要沙拉。
Anna like rice.	安娜喜欢米饭。
They want rice.	他们想要米饭。
Anna want ice cream.	安娜想要冰淇淋。
I am a student.	我是学生。
John want bread.	约翰想要面包。
You eat salad.	你吃沙拉。
John like pizza.	约翰喜欢披萨。
Mary eat soup.	玛丽吃汤。
David is a teacher.	大卫是老师。
Lucy like bread.	露西喜欢面包。
John want dumplings.	约翰想要饺子。
Anna is an engineer.	安娜是工程师。
We eat salad.	我们吃沙拉。
Lucy is a teacher.	露西是老师。
We eat bread.	我们吃面包。
David want salad.	大卫想要沙拉。
They want soup.	他们想要汤。
Tom is a designer.	汤姆是设计师。
Mike eat rice.	迈克吃米饭。
John like bread.	约翰喜欢面包。
You eat ice cream.	你吃冰淇淋。
They like pizza.	他们喜欢披萨。
Tom want salad.	汤姆想要沙拉。
David eat dumplings.	大卫吃饺子。
Anna is a teacher.	安娜是老师。
They want dumplings.	他们想要饺子。
Emma eat bread.	艾玛吃面包。
I want ice cream.	我想要冰淇淋。
David is a nurse.	大卫是护士。
Anna want soup.	安娜想要汤。
Mike like bread.	迈克喜欢面包。
We are a teacher.	我们是老师。
Mary like rice.	玛丽喜欢米饭。
They eat dumplings.	他们吃饺子。
Lucy like salad.	露西喜欢沙拉。
Mike like ice cream.	迈克喜欢冰淇淋。
Mike is an engineer.	迈克是工程师。
I eat salad.	我吃沙拉。
Lucy want bread.	露西想要面包。
Tom is a student.	汤姆是学生。
I eat ice cream.	我吃冰淇淋。
We are a teacher.	我们是老师。
Mike is a student.	迈克是学生。
Mary want bread.	玛丽想要面包。
David eat rice.	大卫吃米饭。
Lucy is a nurse.	露西是护士。
Mike eat noodles.	迈克吃面条。
David want dumplings.	大卫想要饺子。
Mike like bread.	迈克喜欢面包。
Tom eat bread.	汤姆吃面包。
David eat soup.	大卫吃汤。
Mary like ice cream.	玛丽喜欢冰淇淋。
Mike is a nurse.	迈克是护士。
Tom is a teacher.	汤姆是老师。
We are a designer.	我们是设计师。
I like pizza.	我喜欢披萨。
Lucy eat salad.	露西吃沙拉。
Lucy eat dumplings.	露西吃饺子。
Emma want rice.	艾玛想要米饭。
Emma like soup.	艾玛喜欢汤。
Tom is a nurse.	汤姆是护士。
I like pizza.	我喜欢披萨。
Tom eat rice.	汤姆吃米饭。
They eat ice cream.	他们吃冰淇淋。
I eat soup.	我吃汤。
Tom eat noodles.	汤姆吃面条。
Anna is a cook.	安娜是厨师。
Mike is a doctor.	迈克是医生。
Where is the supermarket?	超市在哪里？
Mike want noodles.	迈克想要面条。
Anna like noodles.	安娜喜欢面条。
David like pizza.	大卫喜欢披萨。
I eat dumplings.	我吃饺子。
Mike like dumplings.	迈克喜欢饺子。
Lucy eat salad.	露西吃沙拉。
David eat soup.	大卫吃汤。
I want dumplings.	我想要饺子。
We like salad.	我们喜欢沙拉。
David is a student.	大卫是学生。
Anna eat soup.	安娜吃汤。
Mike want noodles.	迈克想要面条。
Lucy is a nurse.	露西是护士。
We like salad.	我们喜欢沙拉。
Emma want salad.	艾玛想要沙拉。
Anna eat bread.	安娜吃面包。
You eat salad.	你吃沙拉。
Mike want pizza.	迈克想要披萨。
Emma eat salad.	艾玛吃沙拉。
David like rice.	大卫喜欢米饭。
I eat bread.	我吃面包。
Lucy is a cook.	露西是厨师。
They want noodles.	他们想要面条。
They are a student.	他们是学生。
Anna is a teacher.	安娜是老师。
We like soup.	我们喜欢汤。
We are a nurse.	我们是护士。
Anna like bread.	安娜喜欢面包。
Mary like soup.	玛丽喜欢汤。
They eat pizza.	他们吃披萨。
David eat pizza.	大卫吃披萨。
I eat ice cream.	我吃冰淇淋。
Lucy want bread.	露西想要面包。
David want soup.	大卫想要汤。
They like bread.	他们喜欢面包。
Emma want salad.	艾玛想要沙拉。
Tom want pizza.	汤姆想要披萨。
Tom want ice cream.	汤姆想要冰淇淋。
They eat rice.	他们吃米饭。
I eat rice.	我吃米饭。
We want ice cream.	我们想要冰淇淋。
John eat soup.	约翰吃汤。
Lucy eat bread.	露西吃面包。
They like soup.	他们喜欢汤。
Mike is a student.	迈克是学生。
Anna eat bread.	安娜吃面包。
I like bread.	我喜欢面包。
We eat bread.	我们吃面包。
We are a driver.	我们是司机。
John eat ice cream.	约翰吃冰淇淋。
John want noodles.	约翰想要面条。
Mike is a nurse.	迈克是护士。
You eat pizza.	你吃披萨。
I eat bread.	我吃面包。
I am an engineer.	我是工程师。
Emma want ice cream.	艾玛想要冰淇淋。
Emma like dumplings.	艾玛喜欢饺子。
Mary is an engineer.	玛丽是工程师。
Mike want soup.	迈克想要汤。
I am a teacher.	我是老师。
John eat rice.	约翰吃米饭。
I want dumplings.	我想要饺子。
Tom want dumplings.	汤姆想要饺子。
You are a cook.	你是厨师。
Mike eat pizza.	迈克吃披萨。
You like salad.	你喜欢沙拉。
Lucy want pizza.	露西想要披萨。
Tom want salad.	汤姆想要沙拉。
I like salad.	我喜欢沙拉。
You are a doctor.	你是医生。
They like rice.	他们喜欢米饭。
They want dumplings.	他们想要饺子。
Anna is a driver.	安娜是司机。
David like ice cream.	大卫喜欢冰淇淋。
Emma eat dumplings.	艾玛吃饺子。
John is a designer.	约翰是设计师。
We want bread.	我们想要面包。
You like soup.	你喜欢汤。
They are a designer.	他们是设计师。
David like bread.	大卫喜欢面包。
We want rice.	我们想要米饭。
Mike like pizza.	迈克喜欢披萨。
Tom is a teacher.	汤姆是老师。
I like pizza.	我喜欢披萨。
Anna want rice.	安娜想要米饭。
Tom eat salad.	汤姆吃沙拉。
We are an engineer.	我们是工程师。
Mary like rice.	玛丽喜欢米饭。
David is a nurse.	大卫是护士。
Emma like salad.	艾玛喜欢沙拉。
Emma like dumplings.	艾玛喜欢饺子。
Tom want noodles.	汤姆想要面条。
Lucy eat noodles.	露西吃面条。
David like bread.	大卫喜欢面包。
Mary is a teacher.	玛丽是老师。
They like dumplings.	他们喜欢饺子。
We are an engineer.	我们是工程师。
Lucy is an engineer.	露西是工程师。
John want soup.	约翰想要汤。
I want salad.	我想要沙拉。
Lucy want pizza.	露西想要披萨。
You like rice.	你喜欢米饭。
Tom like pizza.	汤姆喜欢披萨。
Mike is a student.	迈克是学生。
We eat salad.	我们吃沙拉。
Emma want pizza.	艾玛想要披萨。
You like soup.	你喜欢汤。
They want dumplings.	他们想要饺子。
They eat dumplings.	他们吃饺子。
Mary want ice cream.	玛丽想要冰淇淋。
They want dumplings.	他们想要饺子。
I am a designer.	我是设计师。
Anna eat dumplings.	安娜吃饺子。
Tom eat dumplings.	汤姆吃饺子。
We are a doctor.	我们是医生。
David eat salad.	大卫吃沙拉。
David like rice.	大卫喜欢米饭。
Tom eat salad.	汤姆吃沙拉。
David eat pizza.	大卫吃披萨。
We want bread.	我们想要面包。
Anna eat ice cream.	安娜吃冰淇淋。
You eat pizza.	你吃披萨。
You want rice.	你想要米饭。
Mary like rice.	玛丽喜欢米饭。
Mike like pizza.	迈克喜欢披萨。
They like dumplings.	他们喜欢饺子。
You are a teacher.	你是老师。
I eat salad.	我吃沙拉。
Lucy eat rice.	露西吃米饭。
John like dumplings.	约翰喜欢饺子。
David eat soup.	大卫吃汤。
Mary want ice cream.	玛丽想要冰淇淋。
You like pizza.	你喜欢披萨。
We like salad.	我们喜欢沙拉。
Mary eat noodles.	玛丽吃面条。
We are a driver.	我们是司机。
I eat soup.	我吃汤。
Mary eat pizza.	玛丽吃披萨。
They like soup.	他们喜欢汤。
I am a student.	我是学生。
We like soup.	我们喜欢汤。
Mary is a teacher.	玛丽是老师。
Mike eat bread.	迈克吃面包。
You are an engineer.	你是工程师。
Anna like bread.	安娜喜欢面包。
David like soup.	大卫喜欢汤。
Anna is a cook.	安娜是厨师。
You are a driver.	你是司机。
You like ice cream.	你喜欢冰淇淋。
Lucy want noodles.	露西想要面条。
You are a student.	你是学生。
They eat soup.	他们吃汤。
Mike like rice.	迈克喜欢米饭。
I want noodles.	我想要面条。
Lucy eat noodles.	露西吃面条。
They want noodles.	他们想要面条。
Tom eat rice.	汤姆吃米饭。
Mike want pizza.	迈克想要披萨。
Mike like ice cream.	迈克喜欢冰淇淋。
You eat rice.	你吃米饭。
Lucy eat ice cream.	露西吃冰淇淋。
You like ice cream.	你喜欢冰淇淋。
Emma is a teacher.	艾玛是老师。
I like salad.	我喜欢沙拉。
Mary is a nurse.	玛丽是护士。
Lucy like ice cream.	露西喜欢冰淇淋。
They like salad.	他们喜欢沙拉。
Emma want pizza.	艾玛想要披萨。
You are a nurse.	你是护士。
Mike is a driver.	迈克是司机。
David is a driver.	大卫是司机。
Anna want ice cream.	安娜想要冰淇淋。
Tom is a designer.	汤姆是设计师。
Tom like pizza.	汤姆喜欢披萨。
Emma is a cook.	艾玛是厨师。
Anna like salad.	安娜喜欢沙拉。
Tom eat soup.	汤姆吃汤。
We eat rice.	我们吃米饭。
I like rice.	我喜欢米饭。
I eat pizza.	我吃披萨。
David like noodles.	大卫喜欢面条。
Emma want salad.	艾玛想要沙拉。
We want pizza.	我们想要披萨。
Mike like dumplings.	迈克喜欢饺子。
Anna want bread.	安娜想要面包。
Mary want soup.	玛丽想要汤。
Lucy is a teacher.	露西是老师。
I am a doctor.	我是医生。
Where is the restaurant?	餐厅在哪里？
Mike eat noodles.	迈克吃面条。
Mike eat soup.	迈克吃汤。
We are a student.	我们是学生。
Mike like ice cream.	迈克喜欢冰淇淋。
Mike like ice cream.	迈克喜欢冰淇淋。
Anna want salad.	安娜想要沙拉。
They like soup.	他们喜欢汤。
Emma want ice cream.	艾玛想要冰淇淋。
They like pizza.	他们喜欢披萨。
Emma eat salad.	艾玛吃沙拉。
Mike want dumplings.	迈克想要饺子。
They want dumplings.	他们想要饺子。
You are a cook.	你是厨师。
I like noodles.	我喜欢面条。
Mary want bread.	玛丽想要面包。
Emma want noodles.	艾玛想要面条。
Lucy is a doctor.	露西是医生。
John like pizza.	约翰喜欢披萨。
Mike eat salad.	迈克吃沙拉。
Mike want ice cream.	迈克想要冰淇淋。
Emma eat pizza.	艾玛吃披萨。
Anna is a nurse.	安娜是护士。
Tom want soup.	汤姆想要汤。
You like ice cream.	你喜欢冰淇淋。
Mary is a teacher.	玛丽是老师。
They like bread.	他们喜欢面包。
Tom eat salad.	汤姆吃沙拉。
Mary want bread.	玛丽想要面包。
Emma is a designer.	艾玛是设计师。
We like bread.	我们喜欢面包。
Anna eat rice.	安娜吃米饭。
Mary eat salad.	玛丽吃沙拉。
Anna want rice.	安娜想要米饭。
David eat noodles.	大卫吃面条。
We are a designer.	我们是设计师。
David like soup.	大卫喜欢汤。
Anna is a teacher.	安娜是老师。
John like pizza.	约翰喜欢披萨。
John eat pizza.	约翰吃披萨。
Emma is an engineer.	艾玛是工程师。
John want soup.	约翰想要汤。
David want pizza.	大卫想要披萨。
I am a driver.	我是司机。
They like bread.	他们喜欢面包。
David like soup.	大卫喜欢汤。
We eat pizza.	我们吃披萨。
David eat rice.	大卫吃米饭。
You eat dumplings.	你吃饺子。
You want dumplings.	你想要饺子。
They are a designer.	他们是设计师。
Anna is a student.	安娜是学生。
They like salad.	他们喜欢沙拉。
Mary want noodles.	玛丽想要面条。
Mary is an engineer.	玛丽是工程师。
David is a nurse.	大卫是护士。
Mike is a teacher.	迈克是老师。
Mike eat soup.	迈克吃汤。
Anna eat ice cream.	安娜吃冰淇淋。
John want rice.	约翰想要米饭。
They eat pizza.	他们吃披萨。
Emma eat bread.	艾玛吃面包。
You want dumplings.	你想要饺子。
Mary like noodles.	玛丽喜欢面条。
Mary want ice cream.	玛丽想要冰淇淋。
Mike like salad.	迈克喜欢沙拉。
Emma is a teacher.	艾玛是老师。
Anna want rice.	安娜想要米饭。
Anna like rice.	安娜喜欢米饭。
Mike like ice cream.	迈克喜欢冰淇淋。
John is a nurse.	约翰是护士。
Tom like salad.	汤姆喜欢沙拉。
Emma is a cook.	艾玛是厨师。
Mary like rice.	玛丽喜欢米饭。
Mike eat pizza.	迈克吃披萨。
They like dumplings.	他们喜欢饺子。
They want soup.	他们想要汤。
Mike like salad.	迈克喜欢沙拉。
We like pizza.	我们喜欢披萨。
They like ice cream.	他们喜欢冰淇淋。
We like dumplings.	我们喜欢饺子。
Emma is a nurse.	艾玛是护士。
David eat pizza.	大卫吃披萨。
Anna eat soup.	安娜吃汤。
Mike is a teacher.	迈克是老师。
John like salad.	约翰喜欢沙拉。
Lucy is a cook.	露西是厨师。
Mary eat soup.	玛丽吃汤。
John eat salad.	约翰吃沙拉。
I am a designer.	我是设计师。
I want dumplings.	我想要饺子。
David is a teacher.	大卫是老师。
They are a designer.	他们是设计师。
